197 ; 13157 ; 716 ; 30 ; ДтЕвро5
198 ; 13189 ; 716 ; 30 ; ДтЕвро5
199 ; 13273 ; 716 ; 10 ; ДтЕвро5
200 ; 13274 ; 716 ; 20 ; ДтЕвро5
201 ; 13397 ; 716 ; 15 ; ДтЕвро5
202 ; 13466 ; 716 ; 15 ; ДтЕвро5
203 ; 13474 ; 716 ; 2 ; Керосин
204 ; 13569 ; 716 ; 15 ; ДтЕвро5
205 ; 13639 ; 716 ; 30 ; ДтЕвро5
206 ; 13711 ; 716 ; 30 ; ДтЕвро5
207 ; 13793 ; 716 ; 20 ; ДтЕвро5
208 ; 13879 ; 716 ; 40 ; ДтЕвро5
209 ; 14045 ; 716 ; 40 ; ДтЕвро5
210 ; 14187 ; 716 ; 45 ; ДтЕвро5
211 ; 14340 ; 716 ; 30 ; ДтЕвро5
212 ; 14457 ; 716 ; 40 ; ДтЕвро5
213 ; 14489 ; 716 ; 35 ; ДтЕвро5
214 ; 14553 ; 716 ; 33 ; ДтЕвро5
215 ; 14594 ; 716 ; 38 ; ДтЕвро5
216 ; 14637 ; 716 ; 45 ; ДтЕвро5
217 ; 14654 ; 716 ; 33 ; ДтЕвро5
218 ; 14690 ; 716 ; 33 ; ДтЕвро5
219 ; 14712 ; 716 ; 32 ; ДтЕвро5
220 ; 14772 ; 716 ; 32.52 ; ДтЕвро5
221 ; 14871 ; 716 ; 40.65 ; ДтЕвро5
222 ; 14935 ; 716 ; 40 ; ДтЕвро5
223 ; 14998 ; 716 ; 40.65 ; ДтЕвро5
224 ; 15069 ; 716 ; 35 ; ДтЕвро5
225 ; 15195 ; 716 ; 10 ; ДтЕвро5
226 ; 15199 ; 716 ; 3 ; Керосин
227 ; 15250 ; 716 ; 30 ; ДтЕвро5
228 ; 15323 ; 716 ; 15 ; ДтЕвро5
229 ; 15353 ; 716 ; 20 ; ДтЕвро5
230 ; 15418 ; 716 ; 15 ; ДтЕвро5
231 ; 15496 ; 716 ; 20 ; ДтЕвро5
232 ; 15557 ; 716 ; 4 ; Керосин
233 ; 15629 ; 716 ; 30 ; ДтЕвро5
234 ; 15691 ; 716 ; 20 ; ДтЕвро5
235 ; 15780 ; 716 ; 25 ; ДтЕвро5
236 ; 15931 ; 716 ; 30 ; ДтЕвро5
237 ; 16061 ; 716 ; 30 ; ДтЕвро5
238 ; 16206 ; 716 ; 35 ; ДтЕвро5
239 ; 16350 ; 716 ; 31 ; ДтЕвро5
240 ; 16442 ; 716 ; 33 ; ДтЕвро5
241 ; 16525 ; 716 ; 40 ; ДтЕвро5
242 ; 16581 ; 716 ; 30 ; ДтЕвро5
243 ; 16640 ; 716 ; 30 ; ДтЕвро5
244 ; 16706 ; 716 ; 33 ; ДтЕвро5
245 ; 16772 ; 716 ; 30 ; ДтЕвро5
246 ; 16848 ; 716 ; 40 ; ДтЕвро5
247 ; 16908 ; 716 ; 33 ; ДтЕвро5
248 ; 16978 ; 716 ; 33 ; ДтЕвро5
249 ; 17036 ; 716 ; 35 ; ДтЕвро5
250 ; 17096 ; 716 ; 30 ; ДтЕвро5
251 ; 17176 ; 716 ; 33 ; ДтЕвро5
252 ; 17252 ; 716 ; 33 ; ДтЕвро5
253 ; 17328 ; 716 ; 40 ; ДтЕвро5
254 ; 17424 ; 716 ; 15 ; ДтЕвро5
255 ; 17450 ; 716 ; 20 ; ДтЕвро5
256 ; 17533 ; 716 ; 15 ; ДтЕвро5
257 ; 17541 ; 716 ; 20 ; ДтЕвро5
258 ; 17562 ; 716 ; 24.5 ; ДтЕвро5
259 ; 17620 ; 716 ; 40 ; ДтЕвро5
260 ; 17638 ; 716 ; 35 ; ДтЕвро5
261 ; 17639 ; 716 ; 4 ; Керосин
262 ; 17703 ; 716 ; 40 ; ДтЕвро5
263 ; 17759 ; 716 ; 30 ; ДтЕвро5
264 ; 17814 ; 716 ; 35 ; ДтЕвро5
265 ; 17903 ; 716 ; 20 ; ДтЕвро5
266 ; 17934 ; 716 ; 4 ; Керосин
267 ; 17941 ; 716 ; 15 ; ДтЕвро5
268 ; 18102 ; 716 ; 25 ; ДтЕвро5Арктика
269 ; 18256 ; 716 ; 30 ; ДтЕвро5
270 ; 18408 ; 716 ; 36.5 ; ДтЕвро5
271 ; 18515 ; 716 ; 38 ; ДтЕвро5
272 ; 18611 ; 716 ; 35 ; ДтЕвро5
273 ; 18703 ; 716 ; 30 ; ДтЕвро5
274 ; 18797 ; 716 ; 20 ; ДтЕвро5
275 ; 18860 ; 716 ; 40 ; ДтЕвро5
276 ; 18965 ; 716 ; 35 ; ДтЕвро5
277 ; 19015 ; 716 ; 30 ; ДтЕвро5
278 ; 19099 ; 716 ; 30 ; ДтЕвро5
279 ; 19181 ; 716 ; 40 ; ДтЕвро5
280 ; 19234 ; 716 ; 30 ; ДтЕвро5
281 ; 19310 ; 716 ; 30 ; ДтЕвро5
282 ; 19411 ; 716 ; 35 ; ДтЕвро5
283 ; 19461 ; 716 ; 30 ; ДтЕвро5
284 ; 19563 ; 716 ; 33 ; ДтЕвро5
285 ; 19641 ; 716 ; 30 ; ДтЕвро5
286 ; 19751 ; 716 ; 30 ; ДтЕвро5
287 ; 19788 ; 716 ; 30 ; ДтЕвро5
288 ; 19908 ; 716 ; 35 ; ДтЕвро5
289 ; 20037 ; 716 ; 35 ; ДтЕвро5
290 ; 20139 ; 716 ; 30 ; ДтЕвро5
291 ; 20270 ; 716 ; 30 ; ДтЕвро5
292 ; 20382 ; 716 ; 40 ; ДтЕвро5
293 ; 20603 ; 716 ; 40 ; ДтЕвро5
294 ; 20724 ; 716 ; 33 ; ДтЕвро5
295 ; 20871 ; 716 ; 35 ; ДтЕвро5
296 ; 20954 ; 716 ; 35 ; ДтЕвро5
297 ; 21058 ; 716 ; 31.87 ; ДтЕвро5
298 ; 21204 ; 716 ; 45 ; ДтЕвро5
299 ; 21299 ; 716 ; 42 ; ДтЕвро5
300 ; 21355 ; 716 ; 40 ; ДтЕвро5
301 ; 21483 ; 716 ; 40.9 ; ДтЕвро5
302 ; 21512 ; 716 ; 30 ; ДтЕвро5
303 ; 21571 ; 716 ; 35 ; ДтЕвро5
304 ; 21581 ; 716 ; 35 ; ДтЕвро5
305 ; 21618 ; 716 ; 44 ; ДтЕвро5
306 ; 21656 ; 716 ; 44 ; ДтЕвро5
307 ; 21752 ; 716 ; 35 ; ДтЕвро5
308 ; 21874 ; 716 ; 40 ; ДтЕвро5
309 ; 22087 ; 716 ; 44 ; ДтЕвро5
310 ; 22220 ; 716 ; 30 ; ДтЕвро5
311 ; 22409 ; 716 ; 37.83 ; ДтЕвро5Арктика
312 ; 22599 ; 716 ; 35.53 ; ДтЕвро5
313 ; 22852 ; 716 ; 39.2 ; ДтЕвро5
314 ; 23094 ; 716 ; 37.92 ; ДтЕвро5
315 ; 23284 ; 716 ; 47.38 ; ДтЕвро5
316 ; 23410 ; 716 ; 38.53 ; ДтЕвро5
317 ; 23567 ; 716 ; 47 ; ДтЕвро5
318 ; 23701 ; 716 ; 41.61 ; ДтЕвро5
319 ; 23766 ; 716 ; 42.96 ; ДтЕвро5
320 ; 23898 ; 716 ; 42.61 ; ДтЕвро5
321 ; 24101 ; 716 ; 20 ; ДтЕвро5
322 ; 24192 ; 716 ; 30 ; ДтЕвро5
323 ; 24347 ; 716 ; 37.51 ; ДтЕвро5
324 ; 24526 ; 716 ; 31.33 ; ДтЕвро5
325 ; 25185 ; 716 ; 45 ; ДтЕвро5
326 ; 25186 ; 716 ; 42.5 ; ДтЕвро5
327 ; 25187 ; 716 ; 50.33 ; ДтЕвро5
328 ; 25302 ; 716 ; 38.62 ; ДтЕвро5
329 ; 25359 ; 716 ; 46.49 ; ДтЕвро5
330 ; 25452 ; 716 ; 42.27 ; ДтЕвро5
331 ; 25517 ; 716 ; 47.03 ; ДтЕвро5
332 ; 25603 ; 716 ; 41.91 ; ДтЕвро5
333 ; 25706 ; 716 ; 42.63 ; ДтЕвро5
334 ; 25826 ; 716 ; 42.49 ; ДтЕвро5
335 ; 26041 ; 716 ; 51.45 ; ДтЕвро5
336 ; 26208 ; 716 ; 45.31 ; ДтЕвро5
337 ; 26408 ; 716 ; 33.59 ; ДтЕвро5
338 ; 26584 ; 716 ; 38.23 ; ДтЕвро5
339 ; 26706 ; 716 ; 41.86 ; ДтЕвро5
340 ; 26753 ; 716 ; 20 ; ДтЕвро5
341 ; 26822 ; 716 ; 20 ; ДтЕвро5
342 ; 26875 ; 716 ; 40 ; ДтЕвро5
343 ; 26959 ; 716 ; 40 ; ДтЕвро5
344 ; 27010 ; 716 ; 28.56 ; ДтЕвро5
345 ; 27099 ; 716 ; 40 ; ДтЕвро5
